		[0, -1, 2]	['dummy entry: 0 easily confused with undefined', '', '']
donor	nj	[2, -1, 2]	['捐贈者、器官捐獻者', '', '']
doom	n	[2, -1, 2]	['厄運、死亡', '', '']
doom	v	[2, -1, 2]	['注定(失敗)', '', '']
doomed	j	[2, -1, 2]	['注定失敗的', '', '']
door	n	[0, -1, 2]	['門', '', '']
doorstep	n	[2, -1, 2]	['門階', '', '']
doorway	n	[2, -1, 2]	['門口', '', '']
dormitory	n	[1, -1, 2]	['宿舍', '= dorm', '']
dosage	n	[2, -1, 2]	['(藥)劑量', '', '']
dose	n	[1, -1, 2]	['一劑', '', '']
dot	n	[0, -1, 2]	['小圓點', '', '']
double	jvn	[0, -1, 2]	['雙重的；加倍；兩倍', '', '']
Double Tenth Day	n	[0, -1, 2]	['雙十節', '', '']
doubt	nv	[0, -1, 2]	['疑慮；懷疑、對…不確信', '', '']
doubtful	j	[1, -1, 2]	['懷疑的、不確定的、不太可能的', '', '']
doubtless	b	[2, -1, 2]	['無疑地、必定地', '', '']
dough	n	[2, -1, 2]	['麵糰', '', '']
doughnut	n	[0, -1, 2]	['甜甜圈', '= donut', '']
dove	n	[1, -1, 2]	['鴿子', '', '']
down	bp	[0, -1, 2]	['向下；在下方', '', '']
down	j	[0, -1, 2]	['情緒低落', '', '']
down	n	[0, -1, 2]	['羽絨', '', '']
download	v	[0, -1, 2]	['下載', '', '']
downstairs	bj	[0, -1, 2]	['朝樓下、在樓下；樓下的', '', '']
downtown	bjn	[0, -1, 2]	['往市區；市區的；市區', '', '']
downward	b	[1, -1, 2]	['向下', '', '']
doze	vn	[1, -1, 2]	['打瞌睡、小睡', '', '']
dozen	n	[0, -1, 2]	['一打', '', '']
draft	n	[1, 42, 3]	['草稿', '', 'draft']
draft	v	[1, 42, 3]	['起草、草擬；徵召入伍、徵募', '', 'draft']
drag	v	[1, -1, 2]	['拖、拉', '', '']
drag	n	[1, -1, 2]	['令人厭煩的事', '', '']
dragon	n	[0, -1, 2]	['龍', '', '']
Dragon Boat Festival	n	[0, -1, 2]	['端午節', '', '']
dragonfly	n	[1, -1, 2]	['蜻蜓', '', '']
drain	vn	[1, -1, 2]	['排出液體；排水管', '', '']
drainage	n	[2, -1, 2]	['排水系統', '', '']
drama	n	[0, 45, 3]	['戲劇', '', 'drama']
dramatic	j	[1, 45, 3]	['戲劇(性)的', '', 'drama']
drape	v	[2, -1, 2]	['披、垂掛', '', '']
drape	n	[2, -1, 2]	['(窗)簾', '', '']
drastic	j	[2, -1, 2]	['猛烈的、嚴厲的', '', '']
draw	v	[0, -1, 2]	['畫', '', '']
drawback	n	[2, -1, 2]	['缺點、不利條件', '', '']
drawer	n	[0, -1, 2]	['抽屜', '', '']
dread	nv	[1, -1, 2]	['擔心、懼怕', '', '']
dreadful	j	[1, -1, 2]	['可怕的、糟糕的', '', '']
dream	nv	[0, -1, 2]	['夢；作夢', '', '']
dreary	j	[2, -1, 2]	['陰鬱的、沉悶的', '', '']
dress	vn	[0, -1, 2]	['著裝；洋裝', '', '']
dressed	j	[1, -1, 2]	['穿好衣服的、打扮好的', '', '']
dresser	n	[0, -1, 2]	['斗櫃、衣櫃、梳妝台', '', '']
dressing	n	[2, -1, 2]	['穿戴；(拌沙拉等的)調味醬', '', '']
drift	vn	[1, -1, 2]	['漂流、漂泊', '', '']
drill	nv	[1, -1, 2]	['鑽(頭)、鑽孔；演習、訓練、反覆練習', '', '']
drink	vn	[0, -1, 2]	['喝；飲料', '', '']
drip	vn	[1, -1, 2]	['滴下；水滴、滴水聲', '', '']
drive	vn	[0, -1, 2]	['開車；車程', '', '']
driver	n	[0, -1, 2]	['駕駛員', '', '']
driveway	n	[2, -1, 2]	['車道', '= drive (road)', '']
drizzle	nv	[2, -1, 2]	['毛毛雨;下毛毛雨', '', '']
drop	vn	[0, -1, 2]	['使滴落、丟下、下降；(一)滴', '', '']
drought	n	[1, -1, 2]	['乾旱', '', '']
drown	v	[1, -1, 2]	['溺死、淹沒', '', '']
drowsy	j	[1, -1, 2]	['昏昏欲睡的', '', '']
drug	n	[0, -1, 2]	['藥品、毒品', '', '']
drugstore	n	[0, -1, 2]	['藥局', '', '']
drum	n	[0, -1, 2]	['鼓', '', '']
drunk	jn	[1, -1, 2]	['酒醉的；醉漢', '', '']
dry	jv	[0, -1, 2]	['乾的；弄乾', '', '']
dryer	n	[0, -1, 2]	['烘乾機、吹風機', '', '']
dual	j	[2, -1, 2]	['兩的、雙重的', '', '']
dub	v	[2, -1, 2]	['把…稱為、起綽號；配音', '', '']
dubious	j	[2, -1, 2]	['懷疑的、可疑的、未定的', '', '']
duck	n	[0, -1, 2]	['鴨', '', '']
duckling	n	[1, -1, 2]	['小鴨', '', '']
due	j	[1, -1, 2]	['到期的、預計的', '', '']
dull	j	[1, -1, 2]	['枯燥乏味的、沒有光澤的', '', '']
dumb	j	[0, -1, 2]	['(口語)傻的、愚蠢的', '', '']
dump	vn	[1, -1, 2]	['傾倒、拋棄；垃圾場', '', '']
dumpling	n	[0, -1, 2]	['餃子', '', '']
duplicate	vnj	[2, -1, 2]	['複製；複製品；複製的', '', '']
durable	j	[1, -1, 2]	['耐用的、持久的', '', '']
duration	n	[1, 46, 3]	['持續期間', '', 'duration']
during	p	[0, -1, 2]	['在…期間', '', '']
dusk	n	[1, -1, 2]	['黃昏', '', '']
dust	nv	[1, -1, 2]	['灰塵、塵土；擦去灰塵', '', '']
dusty	j	[1, -1, 2]	['佈滿灰塵的', '', '']
duty	n	[0, -1, 2]	['責任、職責', '', '']
dwarf	vnj	[2, -1, 2]	['使顯得矮小；侏儒；矮小的', '', '']
dwell	v	[2, -1, 2]	['居住', '', '']
dwelling	n	[2, -1, 2]	['住所', '', '']
dye	nv	[1, -1, 2]	['染料；染色', '', '']
dying	j	[2, -1, 2]	['臨終的', '', '']
dynamic	j	[1, 44, 3]	['有活力的、不斷變化的', '', 'dynamic']
dynamite	nv	[2, -1, 2]	['炸藥、炸毀', '', '']
dynasty	n	[1, -1, 2]	['朝代', '', '']
each	rjb	[0, -1, 2]	['每個', '', '']
eager	j	[1, -1, 2]	['熱切的、渴望的', '', '']
eagle	n	[0, -1, 2]	['鷹', '', '']
ear	n	[0, -1, 2]	['耳', '', '']
early	jb	[0, -1, 2]	['早的；早', '', '']
earn	v	[0, -1, 2]	['賺得', '', '']
earnest	jn	[1, -1, 2]	['認真的、誠摯的；認真、誠摯', '', '']
earnings	n	[1, -1, 2]	['薪水、收入', '', '']
earphones	n	[2, -1, 2]	['耳機', '', '']
earring	n	[1, -1, 2]	['耳環', '', '']
earth	n	[0, -1, 2]	['地球', '', '']
earthquake	n	[1, -1, 2]	['地震', '', '']
ease	vn	[1, -1, 2]	['減輕、緩和；輕易', '', '']
east	nbj	[0, -1, 2]	['東方；向東；東邊的', '', '']
Easter	n	[0, -1, 2]	['復活節', '', '']
eastern	j	[0, -1, 2]	['東方的', '', '']
easy	j	[0, -1, 2]	['容易的', '', '']
eat	v	[0, -1, 2]	['吃', '', '']
ebb	nv	[2, -1, 2]	['退潮、衰退', '', '']
eccentric	jn	[2, -1, 2]	['古怪的、怪人', '', '']
echo	nv	[1, -1, 2]	['回聲、共鳴；產生回聲、迴響', '', '']
eclipse	n	[2, -1, 2]	['日蝕、月蝕；衰落', '', '']
eclipse	v	[2, -1, 2]	['遮蔽、使黯然失色', '', '']
ecological	j	[2, -1, 2]	['生態學的', '', '']
ecology	n	[2, -1, 2]	['生態(學)', '', '']
economic	j	[1, 38, 3]	['經濟的', '', 'economy']
economical	j	[1, 38, 3]	['經濟實惠的、節約的', '', 'economy']
economics	n	[1, 38, 3]	['經濟學', '', 'economy']
economist	n	[1, 38, 3]	['經濟學家', '', 'economy']
economy	n	[1, 38, 3]	['經濟', '', 'economy']
ecosystem	n	[2, -1, 2]	['生態系統', '', '']
ecstasy	n	[2, -1, 2]	['狂喜、陶醉', '', '']
ecstatic	j	[2, -1, 2]	['狂喜的', '', '']
edge	n	[0, -1, 2]	['邊緣', '', '']
edged	j	[2, -1, 2]	['有稜(邊)的、有刀刃的', '', '']
edible	j	[1, -1, 2]	['可食用的', '', '']
edit	v	[1, 43, 3]	['編輯', '', 'edit']
edition	n	[1, 43, 3]	['版本', '', 'edit']
editor	n	[1, 43, 3]	['編輯', '', 'edit']
editorial	jn	[1, 43, 3]	['編輯的；社論、評論', '', 'edit']
educate	v	[1, -1, 2]	['教育', '', '']
educated	j	[2, -1, 2]	['受過教育的、有教養的', '', '']
education	n	[0, -1, 2]	['教育', '', '']
educational	j	[1, -1, 2]	['教育的', '', '']
eel	n	[2, -1, 2]	['鰻', '', '']
effect	nv	[0, -1, 2]	['結果、效果；達到…的效果', '', '']
effective	j	[0, -1, 2]	['有效的', '', '']
efficiency	n	[1, -1, 2]	['效率', '', '']
efficient	j	[1, -1, 2]	['有效率的', '', '']
effort	n	[0, -1, 2]	['努力', '', '']
egg	n	[0, -1, 2]	['蛋', '', '']
ego	n	[2, -1, 2]	['自我、自尊', '', '']
eight	mrnj	[0, -1, 2]	['八', '', '']
eighteen	mrnj	[0, -1, 2]	['十八', '', '']
eighty	mrnj	[0, -1, 2]	['八十', '', '']
either	b	[0, -1, 2]	['也(否定句)', '', '']
either	rjc	[0, -1, 2]	['(兩者中)任一個', '', '']
eject	v	[2, -1, 2]	['逐出、彈出', '', '']
elaborate	jv	[1, -1, 2]	['詳盡的、精美的；詳盡闡述', '', '']
elapse	v	[2, -1, 2]	['(時間)消逝', '', '']
elastic	j	[1, -1, 2]	['有彈性的', '', '']
elbow	nv	[1, -1, 2]	['手肘；用肘推', '', '']
elder	nj	[0, -1, 2]	['長者；年長的', '', '']
elderly	j	[1, -1, 2]	['年長的', '', '']
elect	v	[0, -1, 2]	['推選、選舉', '', '']
election	n	[0, -1, 2]	['選舉', '', '']
electoral	j	[2, -1, 2]	['選舉的', '', '']
electorate	n	[2, -1, 2]	['全體選民', '', '']
electric	j	[0, -1, 2]	['電的', '', '']
electrical	j	[1, -1, 2]	['電的', '', '']
electrician	n	[1, -1, 2]	['電工', '', '']
electricity	n	[1, -1, 2]	['電力', '', '']
electron	n	[2, -1, 2]	['電子', '', '']
electronic	j	[1, -1, 2]	['電子的', '', '']
electronics	n	[1, -1, 2]	['電子學、電子儀器', '', '']
elegant	j	[1, -1, 2]	['優雅的', '', '']
element	n	[0, 39, 3]	['元素、要素', '', 'element']
elementary	j	[1, -1, 2]	['初級的、基礎的', '', '']
elementary school	n	[0, -1, 2]	['小學', '', '']
elephant	n	[0, -1, 2]	['象', '', '']
elevate	v	[2, -1, 2]	['使上升、提高', '', '']
elevated	j	[2, -1, 2]	['升高的、高尚的', '', '']
elevation	n	[2, -1, 2]	['海拔、高處、提升', '', '']
elevator	n	[1, -1, 2]	['電梯', '', '']
eleven	mrnj	[0, -1, 2]	['十一', '', '']
elicit	v	[2, -1, 2]	['引起', '', '']
eligibility	n	[2, -1, 2]	['資格、符合條件', '', '']
eligible	j	[2, -1, 2]	['有資格的、合適的', '', '']
eliminate	v	[1, 44, 3]	['排除、淘汰', '', 'eliminate']
elite	nj	[2, -1, 2]	['精英；精英的', '', '']
eloquence	n	[2, -1, 2]	['口才、雄辯', '', '']
eloquent	j	[2, -1, 2]	['口才好的、雄辯的', '', '']
else	bj	[0, -1, 2]	['其他', '', '']
elsewhere	b	[1, -1, 2]	['(到)別處', '', '']
email	nv	[0, -1, 2]	['電子郵件；寄電子郵件', '', '']
embargo	nv	[2, -1, 2]	['禁運、禁止', '', '']
embark	v	[2, -1, 2]	['上船(或飛機等)；開始、著手做', '', '']
embarrass	v	[0, -1, 2]	['使尷尬', '', '']
embarrassment	n	[2, -1, 2]	['難堪、窘迫', '', '']
embassy	n	[1, -1, 2]	['大使館', '', '']
embed	v	[2, -1, 2]	['埋置、嵌入', '', '']
embody	v	[2, -1, 2]	['體現、具體化', '', '']
embrace	vn	[2, -1, 2]	['擁抱', '', '']
embrace	v	[2, -1, 2]	['欣然接受、包含', '', '']
embryo	nj	[2, -1, 2]	['胚胎、初期', '', '']
emerge	v	[1, 41, 3]	['浮現、顯露', '', 'emerge']
emergence	n	[2, 41, 3]	['出現', '', 'emerge']
emergency	n	[1, -1, 2]	['緊急、突發狀況', '', '']
emigrant	n	[2, -1, 2]	['(移居國外的)移民', '', '']
emigrate	v	[2, -1, 2]	['移居(國外)', '', '']
emigration	n	[2, -1, 2]	['移民(國外)', '', '']
emission	n	[2, -1, 2]	['(氣體、熱、光等)排放或散發、排放物', '', '']
emit	v	[2, -1, 2]	['排放或散發(氣體、熱、光等)', '', '']
emotion	n	[0, -1, 2]	['情感、情緒', '', '']
emotional	j	[1, -1, 2]	['感情的、激起情感的', '', '']
emperor	n	[1, -1, 2]	['皇帝', '', '']
emphasis	n	[1, 40, 3]	['強調、重點', '', 'emphasis']
emphasize	v	[0, 40, 3]	['強調', '= emphasise (British English)', 'emphasis']
emphatic	j	[2, 40, 3]	['強調的、堅決的、明確的', '', 'emphasis']
empire	n	[1, -1, 2]	['帝國', '', '']
empirical	j	[2, 44, 3]	['實證的、經驗主義的', '', 'empirical']
employ	v	[0, -1, 2]	['雇用', '', '']
employee	n	[1, -1, 2]	['雇員、員工', '', '']
employer	n	[1, -1, 2]	['雇主、老闆', '', '']
employment	n	[1, -1, 2]	['工作、就業', '', '']
empty	jv	[0, -1, 2]	['空的；使…變空', '', '']
enable	v	[1, 42, 3]	['使能夠', '', 'enable']
enact	v	[2, -1, 2]	['制定、頒布', '', '']
enclose	v	[1, -1, 2]	['圍住；(隨信)附上', '', '']
enclosure	n	[2, -1, 2]	['圈地、圍起來的區域；(信的)附件', '', '']
encounter	vn	[1, 47, 3]	['遭遇、遇到；偶遇', '', 'encounter']
encourage	v	[0, -1, 2]	['鼓勵', '', '']
encouragement	n	[1, -1, 2]	['鼓勵', '', '']
encyclopedia	n	[2, -1, 2]	['百科全書', '', '']
end	nv	[0, -1, 2]	['結束、末端；結束', '', '']
endanger	v	[1, -1, 2]	['危害、危及', '', '']
endeavor	vn	[2, -1, 2]	['努力', '= endeavour (British English)', '']
ending	n	[1, -1, 2]	['結局', '', '']
endless	j	[2, -1, 2]	['無盡的、無休止的', '', '']
endorse	v	[2, -1, 2]	['贊同、代言、(簽名)背書', '', '']
endow	v	[2, -1, 2]	['捐贈、賦予', '', '']
endowment	n	[2, -1, 2]	['捐贈、捐款、天賦', '', '']
endurance	n	[1, -1, 2]	['耐久力', '', '']
endure	v	[1, -1, 2]	['忍耐、持久', '', '']
enemy	n	[0, -1, 2]	['敵人', '', '']
energetic	j	[1, 42, 3]	['有活力的', '', 'energy']
energize	v	[2, -1, 2]	['使精力充沛、供給能量', '', '']
energy	n	[0, 42, 3]	['活力、精力；能源', '', 'energy']
enforce	v	[1, 42, 3]	['實施、執行、強迫', '', 'enforce']
enforcement	n	[2, 42, 3]	['執行（法律）', '', 'enforce']
engage	v	[1, -1, 2]	['吸引(注意力)、從事、忙於；訂婚', '', '']
engaged	j	[2, -1, 2]	['忙於…的、訂婚的', '', '']
engagement	n	[2, -1, 2]	['訂婚、約定', '', '']
engine	n	[0, -1, 2]	['引擎', '', '']
engineer	n	[0, -1, 2]	['工程師', '', '']
engineering	n	[1, -1, 2]	['工程學', '', '']
England	n	[0, -1, 2]	['英格蘭', '', '']
English	jn	[0, -1, 2]	['英語的、英格蘭的；英語', '', '']
enhance	v	[1, 43, 3]	['提高、增進', '', 'enhance']
enjoy	v	[0, -1, 2]	['享受', '', '']
enjoyable	j	[1, -1, 2]	['令人愉快的', '', '']
enjoyment	n	[1, -1, 2]	['愉快、享受', '', '']
enlarge	v	[1, -1, 2]	['擴展、放大', '', '']
enlargement	n	[1, -1, 2]	['擴展、放大', '', '']
enlighten	v	[2, -1, 2]	['啟發、教導', '', '']
enormous	j	[1, 47, 3]	['龐大的', '', 'enormous']
enough	bjr	[0, -1, 2]	['足夠的', '', '']
enrich	v	[2, -1, 2]	['使富裕、使豐富', '', '']
enroll	v	[1, -1, 2]	['註冊、登記', '= enrol (British English)', '']
ensue	v	[2, -1, 2]	['接著發生', '', '']
ensure	v	[1, 40, 3]	['保證、確保', '', 'ensure']
entail	v	[2, -1, 2]	['牽涉、使必要', '', '']
enter	v	[0, -1, 2]	['進入', '', '']
enterprise	n	[1, -1, 2]	['企業、事業', '', '']
entertain	v	[1, -1, 2]	['娛樂、款待', '', '']
entertainer	n	[1, -1, 2]	['藝人、表演者', '', '']
entertainment	n	[1, -1, 2]	['娛樂(活動)', '', '']
enthusiasm	n	[1, -1, 2]	['熱忱', '', '']
enthusiast	n	[2, -1, 2]	['熱衷…的人', '', '']
enthusiastic	j	[1, -1, 2]	['有熱忱的', '', '']
entire	j	[0, -1, 2]	['全部的', '', '']
entitle	v	[1, -1, 2]	['使有資格、權利；命名', '', '']
entity	n	[2, 42, 3]	['實體、獨立存在體', '', 'entity']
entrance	n	[0, -1, 2]	['入口', '', '']
entrepreneur	n	[2, -1, 2]	['企業家、創業者', '', '']
entry	n	[1, -1, 2]	['進入、入口；條目', '', '']
envelope	n	[0, -1, 2]	['信封', '', '']
envious	j	[1, -1, 2]	['羨慕的、嫉妒的', '', '']
environment	n	[0, 38, 3]	['環境', '', 'environment']
environmental	j	[1, 38, 3]	['環境的', '', 'environment']
environmentalist	n	[2, 38, 3]	['環保主義者、環保人士', '', 'environment']
envisage	v	[2, -1, 2]	['想像、設想', '', '']
envoy	n	[2, -1, 2]	['外交使節', '', '']
envy	nv	[0, -1, 2]	['羨慕、妒忌', '', '']
enzyme	n	[2, -1, 2]	['酶、酵素', '', '']
epic	nj	[2, -1, 2]	['史詩；史詩的、壯麗的', '', '']
epidemic	nj	[2, -1, 2]	['流行疾病；氾濫的', '', '']
episode	n	[2, -1, 2]	['一個事件、一集(劇)', '', '']
epoch	n	[2, -1, 2]	['時代、紀元', '', '']
EQ	n	[2, -1, 2]	['情緒商數', '= emotional quotient', '']
equal	jvn	[0, -1, 2]	['相等的；相等；相等的人事物', '', '']
equality	n	[1, -1, 2]	['平等', '', '']
equate	v	[2, 39, 3]	['等於、使相等', '', 'equate']
equation	n	[2, 39, 3]	['方程式、平衡', '', 'equate']
equator	n	[2, -1, 2]	['赤道', '', '']
equilibrium	n	[2, -1, 2]	['平衡、均勢', '', '']
equip	v	[1, 44, 3]	['裝備、配備；使有能力', '', 'equip']
equipment	n	[1, 44, 3]	['設備、器材', '', 'equip']
equity	n	[2, -1, 2]	['公平、公正', '', '']
equivalent	jn	[1, 42, 3]	['相等的；相等物', '', 'equivalent']
era	n	[1, -1, 2]	['年代', '', '']
erase	v	[1, -1, 2]	['消除、擦掉', '', '']
eraser	n	[0, -1, 2]	['橡皮擦', '', '']
erect	v	[1, -1, 2]	['建造、豎立', '', '']
erode	v	[2, 46, 3]	['腐蝕、侵蝕', '', 'erode']
erosion	n	[2, 46, 3]	['腐蝕、侵蝕', '', 'erode']
erotic	j	[2, -1, 2]	['色情的', '', '']
errand	n	[1, -1, 2]	['差事、跑腿', '', '']
erroneous	j	[2, 41, 3]	['錯誤的', '', 'error']
error	n	[0, 41, 3]	['錯誤', '', 'error']
erupt	v	[2, -1, 2]	['(火山)爆發、突然發生', '', '']
eruption	n	[2, -1, 2]	['爆發', '', '']
escalate	v	[2, -1, 2]	['逐步擴大、惡化', '', '']
escalator	n	[1, -1, 2]	['電扶梯', '', '']
escape	vn	[1, -1, 2]	['逃脫、退出', '', '']
escort	nv	[2, -1, 2]	['護衛者；護送', '', '']
especially	b	[0, -1, 2]	['尤其', '', '']
essay	n	[1, -1, 2]	['論說文、文章', '', '']
essence	n	[2, -1, 2]	['本質；精油', '', '']
essential	j	[1, -1, 2]	['不可或缺的、本質的', '', '']
essentially	b	[1, -1, 2]	['本質上、基本上', '', '']
establish	v	[1, 38, 3]	['建立', '', 'establish']
established	j	[2, 38, 3]	['已確立的、著名的', '', 'establish']
establishment	n	[2, 38, 3]	['建立、機構', '', 'establish']
estate	n	[1, 43, 3]	['地產、資產、莊園', '', 'estate']
esteem	nv	[2, -1, 2]	['尊敬', '', '']
estimate	vn	[1, 38, 3]	['估計、估算', '', 'estimate']
etc.	b	[1, -1, 2]	['等等', '= et cetera', '']
eternal	j	[2, -1, 2]	['永恆的、永不停止的', '', '']
eternity	n	[2, -1, 2]	['永恆、永生、漫長時間', '', '']
ethic	n	[2, 46, 3]	['倫理準則', '', 'ethic']
ethical	j	[2, 46, 3]	['倫理的、道德的', '', 'ethic']
ethics	n	[2, 46, 3]	['倫理(學)、倫理觀', '', 'ethic']
ethnic	j	[2, 41, 3]	['種族的、民族的', '', 'ethnic']
Europe	n	[0, -1, 2]	['歐洲', '', '']
European	jn	[0, -1, 2]	['歐洲(人)的；歐洲人', '', '']
evacuate	v	[2, -1, 2]	['撤離、疏散', '', '']
evacuation	n	[2, -1, 2]	['撤離、疏散', '', '']
evaluate	v	[1, 39, 3]	['評估、評價', '', 'evaluate']
evaluation	n	[2, 39, 3]	['評估、評價', '', 'evaluate']
evaporate	v	[2, -1, 2]	['蒸發、消失', '', '']
evaporation	n	[2, -1, 2]	['蒸發、消失', '', '']
eve	n	[0, -1, 2]	['前夕', '', '']
even	j	[1, -1, 2]	['平坦的、均等的', '', '']
even	b	[0, -1, 2]	['甚至、更加', '', '']
evening	n	[0, -1, 2]	['傍晚、晚上', '', '']
event	n	[0, -1, 2]	['事件、活動', '', '']
eventual	j	[1, 45, 3]	['最終的', '', 'eventual']
ever	b	[0, -1, 2]	['從來、在任何時候', '', '']
evergreen	jn	[2, -1, 2]	['常青的；常青植物', '', '']
every	j	[0, -1, 2]	['每個', '', '']
everybody	r	[0, -1, 2]	['每個人', '', '']
everyday	j	[1, -1, 2]	['每天的、日常的', '', '']
everyone	r	[0, -1, 2]	['每人', '= everybody', '']
everything	r	[0, -1, 2]	['每件事', '', '']
everywhere	b	[0, -1, 2]	['到處', '', '']
evidence	nv	[1, 38, 3]	['證據；作為證據、證明', '', 'evident']
evident	j	[1, 38, 3]	['顯而易見的', '', 'evident']
evil	nj	[0, -1, 2]	['邪惡；邪惡的', '', '']
evoke	v	[2, -1, 2]	['喚起、引起', '', '']
evolution	n	[1, 42, 3]	['演化、演變', '', 'evolve']
evolve	v	[1, 42, 3]	['演化、演變', '', 'evolve']
exact	j	[0, -1, 2]	['確切的', '', '']
exactly	b	[1, -1, 2]	['準確地、完全、確實如此', '', '']
exaggerate	v	[1, -1, 2]	['誇張、誇大', '', '']
exaggeration	n	[2, -1, 2]	['誇張、誇大', '', '']
exam	n	[0, -1, 2]	['考試', '', '']
examination	n	[1, -1, 2]	['考試；檢查、審查、調查', '', '']
examine	v	[0, -1, 2]	['檢查', '', '']
examinee	n	[2, -1, 2]	['應試者、受檢者', '', '']
examiner	n	[1, -1, 2]	['考官', '', '']
example	n	[0, -1, 2]	['例子', '', '']
exceed	v	[2, 43, 3]	['超出', '', 'exceed']
exceedingly	b	[2, -1, 2]	['極度地', '', '']
excel	v	[2, -1, 2]	['勝過、優於', '', '']
excellence	n	[1, -1, 2]	['卓越', '', '']
excellent	j	[0, -1, 2]	['傑出的', '', '']
except	cp	[0, -1, 2]	['除…之外', '', '']
exception	n	[1, -1, 2]	['例外', '', '']
exceptional	j	[1, -1, 2]	['卓越的、非比尋常的', '', '']
excerpt	nv	[2, -1, 2]	['摘錄', '', '']
excess	j	[2, -1, 2]	['過量的', '', '']
excess	n	[2, -1, 2]	['過量、超過', '', '']
excessive	j	[2, -1, 2]	['過度的、過量的', '', '']
exchange	nv	[1, -1, 2]	['交換、兌換', '', '']
excite	v	[0, -1, 2]	['使興奮', '', '']
excitement	n	[1, -1, 2]	['興奮', '', '']
exclaim	v	[1, -1, 2]	['驚呼、大聲叫嚷', '', '']
exclude	v	[2, 40, 3]	['拒絕在外、排除', '', 'exclude']
exclusion	n	[2, 40, 3]	['排除(之事物)', '', 'exclude']
exclusive	j	[2, 40, 3]	['除外的；專用的、獨有的', '', 'exclude']
exclusive	n	[2, 40, 3]	['獨家新聞', '', 'exclude']
excursion	n	[1, -1, 2]	['遠足、短途旅行', '', '']
excuse	n	[0, -1, 2]	['藉口', '', '']
excuse	v	[0, -1, 2]	['原諒', '', '']
execute	v	[2, -1, 2]	['執行；處死', '', '']
execution	n	[2, -1, 2]	['執行；處以死刑', '', '']
executive	n	[1, -1, 2]	['高層主管、執行委員會', '', '']
executive	j	[1, -1, 2]	['執行的、行政的', '', '']
exemplify	v	[2, -1, 2]	['為…典型、舉例說明', '', '']
exempt	jv	[2, -1, 2]	['豁免的、免除的；豁免、免除', '', '']
exercise	nv	[0, -1, 2]	['運動、練習；運動', '', '']
exert	v	[2, -1, 2]	['施加、行使', '', '']
